 86.68 95.32 66.55 52.92 79.84 7.74 92.56 43.67 51.32 58.71 61.76 78.86 51.85 69.71 33.14 83.76 19.85 69.07
 83.17 90.72 58.80 56.22 101.74 14.00 86.27 37.99 75.13 56.34 70.94 83.94 48.51 63.34 47.11 84.90 9.45 65.87
 87.61 73.79 57.39 64.08 94.59 21.52 67.41 37.24 84.90 54.17 80.43 89.09 44.33 54.59 79.85 81.27 15.94 63.36
 85.77 50.53 60.02 75.59 91.37 28.11 49.24 31.60 51.96 59.34 64.10 86.02 36.38 55.02 90.14 71.34 17.62 61.37
 88.84 53.91 66.03 83.28 95.29 36.89 53.97 29.05 47.06 62.28 76.18 86.38 36.00 52.94 95.80 76.07 22.55 58.49
 87.86 56.69 69.18 89.78 88.36 49.17 56.19 29.19 53.62 60.61 103.46 93.94 32.03 51.94 104.36 86.54 36.52 68.51
 89.34 38.47 101.62 95.91 78.11 47.29 40.08 39.00 47.70 51.00 100.50 100.21 35.71 43.01 96.05 59.84 42.89 50.37
 86.16 32.99 103.81 87.03 72.76 45.38 40.50 42.26 44.70 47.48 74.65 102.28 34.19 41.58 66.32 48.96 37.98 48.66
 93.38 37.70 80.55 83.31 76.43 35.86 39.80 43.03 39.43 44.33 45.06 101.34 31.48 35.26 81.04 46.42 34.35 42.43
 92.77 33.89 71.18 87.90 75.04 23.57 35.68 45.55 29.65 39.62 50.65 102.25 26.67 35.12 79.73 42.53 31.80 37.58
 90.16 36.14 75.04 96.70 76.50 14.27 38.75 65.20 35.22 33.51 55.40 103.24 28.45 37.42 74.80 43.46 34.07 33.73
 87.73 33.23 57.59 98.39 61.23 7.34 37.30 41.99 42.92 33.46 39.47 99.98 25.87 39.09 19.71 37.46 37.64 27.10
 99.69 30.64 52.41 84.80 64.85 7.20 33.65 43.00 37.49 39.75 38.61 96.83 26.19 36.58 30.35 36.69 38.06 26.35
 94.28 38.77 57.65 88.70 65.91 11.19 36.69 36.59 46.43 44.45 51.73 95.89 29.37 36.98 24.16 49.91 40.29 23.71
 99.40 36.62 62.50 85.40 64.60 22.21 30.89 39.70 68.24 45.79 45.71 95.78 32.74 39.00 26.38 47.77 45.71 13.38
 92.15 36.89 59.91 66.63 60.44 34.96 31.70 40.39 79.78 50.19 27.63 96.81 27.25 48.21 39.63 47.78 54.86 13.05
