 40.94 4.46 22.02 13.11 3.50 21.23 14.97 18.08 13.87 12.46 30.20 0.25 14.65 5.38 21.40 11.40 18.22 30.20
 16.69 9.66 18.34 5.04 1.99 28.35 13.62 19.41 17.26 13.73 36.45 0.24 14.13 8.03 26.29 13.11 16.57 23.30
 30.92 8.28 19.49 10.37 2.72 37.91 9.27 24.38 24.60 12.19 38.30 2.56 13.39 8.08 41.55 9.76 17.23 16.26
 8.40 8.88 22.38 6.67 1.87 23.26 6.92 7.55 12.30 13.40 31.34 2.27 11.17 4.00 36.01 9.27 17.53 19.85
 39.98 6.21 19.82 4.78 6.14 20.59 7.90 2.60 8.11 14.53 41.50 6.53 10.87 8.16 52.77 11.70 16.76 22.17
 23.70 6.58 25.88 3.72 12.48 39.91 8.12 5.29 6.29 10.72 45.10 12.01 3.20 9.40 53.91 13.04 17.73 15.54
 6.25 2.87 29.53 10.46 21.98 44.86 10.06 4.44 16.99 9.84 47.42 15.92 6.04 11.26 44.47 19.56 20.55 14.52
 9.92 -0.46 23.60 17.15 29.01 42.43 14.95 2.89 13.84 10.32 39.72 11.14 17.07 14.49 39.23 17.58 19.92 20.46
 37.41 4.17 22.99 15.50 26.40 43.25 19.10 2.98 5.12 13.01 43.05 10.42 21.47 21.14 44.93 20.47 20.59 21.00
 10.87 1.83 19.76 19.40 16.42 41.24 14.35 4.05 8.72 19.80 38.74 16.92 9.93 22.50 59.64 19.33 22.12 18.26
 18.04 1.72 14.13 25.83 14.59 34.78 8.42 28.81 21.94 26.89 34.57 14.61 10.58 22.79 65.36 11.88 21.59 21.08
 11.74 10.02 12.79 21.42 11.56 34.50 8.16 30.77 0.62 36.30 18.56 7.82 12.33 29.58 70.49 8.88 19.39 27.04
 20.32 12.72 12.75 24.45 9.78 31.70 12.67 37.83 8.89 35.81 31.96 7.33 15.46 30.00 80.00 9.86 23.93 23.70
 11.46 19.26 3.87 22.31 9.70 25.02 14.83 54.04 26.88 30.99 27.62 7.99 17.21 25.64 81.87 11.11 25.60 25.33
 30.55 22.84 1.63 19.76 10.48 17.00 20.42 58.73 28.35 34.01 52.79 17.03 23.23 22.36 74.98 13.75 28.33 36.20
 17.54 30.33 6.01 20.17 15.46 26.72 26.95 69.31 18.94 34.72 51.51 17.02 24.04 19.94 55.46 19.53 23.74 42.10
 28.40 32.97 4.37 18.68 12.90 30.25 36.03 94.41 12.52 28.49 62.89 14.11 26.14 17.55 55.33 24.21 23.47 42.37
 33.83 38.97 2.73 24.32 10.66 59.14 48.91 95.67 21.43 28.25 90.24 18.72 21.39 19.47 55.64 28.53 23.51 53.51
 16.63 29.40 2.86 24.77 11.25 68.57 41.72 94.69 21.59 25.57 95.90 29.17 23.45 20.86 54.33 30.71 22.00 35.65
 17.61 19.55 3.68 23.28 10.02 84.03 17.60 101.69 14.06 26.90 56.66 26.82 19.00 19.42 59.27 21.13 21.41 29.13
 61.68 19.23 6.78 23.00 9.12 78.76 19.15 82.02 10.03 33.28 52.78 23.82 23.14 17.39 76.97 28.27 20.43 28.85
 27.91 18.23 6.44 29.72 17.66 65.71 17.23 41.34 13.66 30.40 62.91 21.29 19.94 19.14 87.43 34.49 19.37 26.98
 19.20 14.48 3.38 32.39 16.27 59.75 13.16 33.19 22.43 24.79 57.56 22.44 16.34 15.80 86.43 23.53 20.99 16.66
 16.42 20.28 4.57 34.25 16.29 57.75 16.76 36.37 10.72 30.28 40.22 16.19 13.00 25.78 87.38 21.86 20.93 16.83
 20.68 15.63 4.01 31.85 9.43 39.44 14.91 20.20 6.64 38.34 26.76 13.59 16.89 25.58 89.03 18.54 19.45 13.92
 55.48 14.84 2.17 34.34 8.30 25.35 10.89 16.51 12.54 42.06 34.54 18.80 19.89 26.91 88.95 15.98 21.55 9.24
 12.85 7.07 0.42 32.85 16.07 20.10 6.24 18.77 19.79 40.42 23.21 34.35 21.02 22.94 80.19 10.94 21.66 4.11
 16.83 6.52 -0.64 28.31 7.57 28.10 7.10 21.03 9.05 40.52 -0.74 29.66 15.17 23.69 64.46 9.29 19.51 8.13
 22.92 6.76 3.26 21.04 6.66 21.39 8.22 24.44 10.34 29.93 10.21 21.48 15.18 14.76 63.01 5.35 22.86 6.55
 6.97 8.93 3.04 10.46 8.80 23.24 6.92 36.24 13.74 19.69 20.31 18.80 10.58 9.17 69.28 2.70 23.90 4.19
 6.91 4.96 5.44 6.78 8.61 31.81 3.21 32.45 15.06 10.96 24.57 20.19 10.19 6.16 70.47 1.41 17.05 1.48
 5.69 4.60 6.70 2.84 10.75 37.42 3.88 29.70 7.85 12.32 24.18 17.10 7.90 4.55 68.87 2.73 1.89 0.18
 27.38 5.45 8.23 0.93 10.96 38.02 7.60 26.56 0.54 9.76 32.38 16.06 9.89 3.00 71.61 5.94 0.12 2.64
 18.94 7.37 8.25 1.57 10.53 18.82 6.11 18.42 7.05 9.26 47.91 16.38 5.04 3.14 73.08 7.57 6.92 3.40
 9.11 6.53 6.23 1.43 9.26 16.99 0.54 1.94 6.86 5.79 39.46 20.59 2.88 1.73 73.08 2.98 6.78 3.63
 13.98 9.36 7.09 0.14 9.54 26.55 5.29 0.26 2.89 0.79 29.81 22.01 2.27 -0.11 77.42 3.83 18.56 6.88
 40.03 10.63 8.44 8.55 10.94 40.59 6.54 0.33 11.69 -0.34 33.05 22.37 1.97 1.44 85.60 1.72 18.36 5.85
 40.61 13.70 9.86 7.03 7.60 42.27 3.30 0.31 41.72 0.40 49.17 24.02 -0.53 3.08 89.25 0.41 17.15 6.64
 49.11 20.06 16.25 5.93 9.02 42.31 6.38 2.60 46.32 9.03 49.38 27.95 0.89 7.90 74.17 4.84 17.10 5.97
 28.37 20.99 16.12 14.25 6.11 49.46 5.48 9.03 12.44 7.67 28.10 26.34 1.15 9.91 43.11 0.24 17.60 5.81
 28.45 18.99 16.54 24.80 4.85 51.55 5.66 6.37 18.16 10.86 30.35 23.46 3.43 8.52 35.41 0.51 14.75 5.20
 43.61 19.15 12.87 29.59 -0.16 54.94 5.39 7.12 30.24 14.71 23.52 23.83 3.97 7.61 16.43 3.77 10.33 6.60
 25.78 29.25 10.99 44.76 1.15 64.25 12.38 11.65 32.37 18.05 21.17 24.76 3.69 13.70 16.97 10.50 15.98 22.64
 28.43 29.91 4.99 45.64 5.08 70.64 12.56 13.12 18.88 20.87 17.32 22.09 2.60 19.64 25.54 9.82 20.89 27.29
 27.73 26.50 4.53 50.44 8.95 73.31 10.89 22.73 24.11 21.27 23.20 23.36 3.61 21.51 35.74 10.08 20.57 16.70
 4.46 26.55 2.51 34.56 11.86 72.33 11.70 28.84 38.17 18.35 34.66 25.76 4.00 22.87 35.31 14.52 19.05 12.54
 0.52 15.18 8.53 28.52 16.72 74.52 9.88 37.32 46.34 18.20 35.67 31.85 4.80 20.76 32.37 12.94 17.15 13.79
 10.23 18.57 15.98 26.28 15.85 80.70 11.93 48.83 37.79 27.46 25.64 31.44 4.01 23.98 27.91 25.57 13.90 17.34
 24.81 18.35 13.98 26.71 15.88 77.60 17.84 57.37 50.68 29.94 36.84 35.10 6.76 29.13 26.75 36.42 14.19 19.02
 37.23 27.24 20.87 22.21 17.03 77.33 21.86 58.04 58.11 28.59 55.41 45.10 11.44 32.72 27.36 42.27 14.44 19.73
 36.05 15.01 27.34 29.27 15.73 81.31 9.92 57.40 62.92 19.71 56.81 48.08 10.10 35.64 12.02 17.52 12.47 12.79
 27.90 15.41 24.27 29.67 16.71 90.27 7.66 58.71 45.88 19.03 53.62 41.16 13.01 28.44 13.91 8.40 13.44 13.08
 63.30 14.18 23.29 31.78 15.96 92.19 7.77 82.86 51.36 15.92 49.41 38.73 15.82 32.25 19.77 10.29 13.22 12.68
 37.95 15.69 25.44 27.19 8.54 81.64 8.47 83.61 77.02 18.46 50.80 40.79 17.17 30.35 22.97 17.89 18.15 11.71
 22.87 17.65 25.05 24.39 4.84 70.21 9.14 82.02 43.58 16.89 47.26 41.03 14.70 29.07 20.36 15.56 13.63 15.74
 29.65 19.56 23.17 23.86 5.09 64.75 9.38 84.73 53.73 18.31 40.47 38.51 14.88 36.52 21.07 11.53 19.10 18.33
 66.99 20.21 21.02 26.84 5.77 59.53 10.83 89.91 51.02 18.63 35.06 32.54 15.68 36.74 22.52 11.26 27.50 22.54
 66.19 23.02 20.91 29.07 8.68 61.81 13.39 87.27 44.66 19.76 44.88 31.99 17.51 44.17 22.71 12.03 27.74 29.96
 35.61 26.71 22.41 29.39 14.68 79.50 15.45 83.33 50.04 21.98 49.14 33.98 18.19 43.53 21.62 9.35 17.88 29.24
 41.42 43.93 24.82 28.84 18.43 74.24 31.95 68.97 60.61 28.24 40.56 32.26 18.07 44.70 12.42 16.49 10.30 33.29
 48.91 49.53 25.24 38.26 22.25 72.63 39.13 58.91 51.55 37.53 41.70 40.09 20.67 45.55 17.37 25.58 14.23 31.52
 55.51 55.76 22.69 45.17 22.31 73.20 32.11 60.71 57.62 51.47 50.47 47.11 19.33 42.78 17.38 27.25 15.01 35.40
 54.59 59.78 23.05 44.58 30.66 80.26 30.39 51.03 82.79 55.32 46.89 50.10 20.92 54.76 17.10 36.07 16.21 59.46
 48.32 70.72 22.95 44.23 47.38 82.74 37.86 55.30 66.43 66.73 29.54 45.49 23.79 77.50 22.46 50.99 10.64 76.36
 74.14 84.44 24.21 64.08 60.21 87.06 58.84 59.60 80.11 90.11 31.64 48.56 45.73 98.32 30.19 74.63 12.40 103.69
 84.07 95.46 23.37 76.27 56.93 102.27 74.16 54.92 101.99 90.37 51.35 53.74 101.98 102.64 29.47 78.44 15.23 81.36
 65.27 82.58 31.50 76.70 53.48 92.36 67.82 43.60 85.16 63.00 57.92 60.67 75.46 95.59 22.59 73.13 24.71 71.60
 76.65 36.48 22.45 55.94 39.55 64.49 38.39 25.65 54.17 26.81 35.68 60.49 54.77 59.20 20.90 39.16 15.36 37.78
 79.39 27.95 19.43 68.84 21.70 47.29 36.36 17.00 48.58 33.60 34.39 58.31 59.56 36.24 15.26 41.80 11.97 40.31
 78.74 36.46 24.97 70.31 18.15 59.86 41.19 19.81 56.85 53.43 36.33 60.09 51.87 45.00 15.75 58.24 21.56 47.17
 71.84 30.47 26.26 83.68 19.37 68.62 29.28 32.14 54.19 43.88 28.64 58.27 55.45 42.70 13.79 49.69 34.89 30.64
 71.94 44.82 28.22 103.67 25.58 69.07 37.40 39.39 80.82 49.28 33.57 53.36 54.87 47.86 4.39 47.31 58.65 29.44
 70.16 43.64 38.41 98.09 33.29 62.32 35.19 27.78 70.23 57.70 48.21 54.54 54.27 47.41 0.45 43.24 55.42 26.55
 82.22 45.90 46.19 94.76 33.24 55.22 33.63 15.36 78.66 59.62 62.77 59.20 41.72 45.62 15.92 43.91 42.20 24.67
 84.50 52.30 41.24 86.95 32.24 58.77 41.49 12.44 84.78 63.95 61.65 59.88 41.74 52.98 19.95 48.19 67.13 44.11
 83.03 62.82 48.66 83.30 38.28 62.42 66.05 15.00 56.32 85.61 46.46 57.77 48.03 74.73 41.56 65.73 92.44 57.00
 93.77 72.16 62.40 98.66 52.72 63.11 83.04 14.76 50.44 101.51 60.17 56.96 45.89 88.10 44.47 76.97 101.30 76.09
 99.05 80.57 63.93 89.37 59.41 69.08 97.29 19.07 58.38 94.13 78.07 60.30 45.41 90.00 46.21 77.59 85.41 78.19
 89.64 79.04 57.95 86.06 62.76 64.99 90.89 14.31 72.48 82.81 79.97 60.48 52.97 82.20 39.57 74.77 102.14 68.87
 91.40 81.00 63.33 65.63 68.62 56.29 79.31 13.37 52.78 77.97 71.46 64.64 57.44 76.87 28.93 62.17 97.57 57.54
 102.99 82.70 67.38 59.06 67.65 37.01 81.72 7.42 46.07 87.11 68.00 66.61 50.40 76.85 24.76 68.96 80.13 56.40
 93.77 94.20 63.78 54.01 55.43 11.12 78.86 6.77 53.45 85.39 66.78 70.21 56.79 73.93 17.70 82.20 61.21 53.47
 91.44 102.72 59.98 65.02 50.99 -0.12 102.77 15.03 69.07 73.39 66.31 71.80 54.41 73.35 16.86 103.15 48.45 83.45
 88.85 100.84 64.49 63.33 60.27 -0.61 97.81 26.00 55.06 54.69 61.18 73.69 53.56 70.30 21.82 86.49 25.75 82.88
